Source Url,Lat,Long,Url,User,Id,Instant Book,Prix,Adresse,Logement,Lit,Propriete,Capacite Daccueil,Chambres,Etoiles,Name,Review,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.51328104931841,-73.57077947744936,/rooms/7277581?s=LOMlgmFE,778430,7277581,FAUX,139,"Le Plateau, Montréal",Chambre privée,Vrai lit,Appartement,2,1,0,Prince-Arthur 58-204,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.51409840317866,-73.57155651286341,/rooms/5116590?s=LOMlgmFE,778430,5116590,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,1,0,Prince-Arthur 204,2 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.515087027672614,-73.57244554932451,/rooms/5116558?s=LOMlgmFE,778430,5116558,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,1,5/4/2015,Prince-Arthur 203,3 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.51787073802494,-73.57604965570678,/rooms/4068518?s=LOMlgmFE,4193804,4068518,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,5,2,5/4/2015,Huge 2BR in truly amazing location,19 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.52354535162225,-73.57774026306937,/rooms/642137?s=LOMlgmFE,3208668,642137,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5.0,"Plateau, 2 chambres, Stationnement",58 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.5142511126161,-73.57281532411145,/rooms/5116609?s=LOMlgmFE,778430,5116609,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,1,0,Prince-Arthur 205,2 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.528832929896915,-73.5767703408435,/rooms/4880698?s=LOMlgmFE,778430,4880698,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,6,2,5/4/2015,La Table Tournante Mont-Royal - 2B,4 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.53008223969471,-73.57653775140064,/rooms/4807252?s=LOMlgmFE,778430,4807252,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,6,2,0,Le Mont-Royal -2A,1 commentaire,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.513831186087465,-73.57291226178079,/rooms/5116577?s=LOMlgmFE,778430,5116577,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,1,4.0,Prince-Arthur 303,5 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.53742331668418,-73.57086060889613,/rooms/8710631?s=LOMlgmFE,21963270,8710631,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,3,0,Appartement de 3 chambres à coucher,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.518244876306035,-73.57775715069961,/rooms/3486431?s=LOMlgmFE,17555362,3486431,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,6,2,0,Plateau: Grand apt avec 2 chambres!,2 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau,45.52102446041636,-73.58151184180377,/rooms/4621926?s=LOMlgmFE,8729599,4621926,FAUX,139,"Le Plateau, Montréal",Logement entier,Vrai lit,Appartement,2,1,0,Sunny apt. with backyard in Plateau,2 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau&page=2,45.53280200150388,-73.583730083941,/rooms/3755759?s=mVhxfApS,19218731,3755759,FAUX,139,"Le Plateau, Montréal",Logement entier,Vrai lit,Appartement,2,1,5/4/2015,À RABAIS! PLATEAU MONT-ROYAL!,4 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau&page=2,45.52606867746494,-73.57558719712148,/rooms/7804147?s=mVhxfApS,10471520,7804147,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,0,Charming and perfectly located !,1 commentaire,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau&page=2,45.51560881942487,-73.58099908907664,/rooms/7604076?s=mVhxfApS,39880860,7604076,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,1,0,Quiet apt in the liveliest quarter!,2 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau&page=2,45.536136277148266,-73.5740639356624,/rooms/7071034?s=mVhxfApS,37074003,7071034,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,0,Amazing apartment in Plateau,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau-Mont-Royal&page=2,45.535640575557494,-73.5745395899521,/rooms/6867545?s=8Mbgh1Pf,13006173,6867545,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,0,Grand logement 2 chambres fermées,1 commentaire,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau-Mont-Royal&page=2,45.52217931263329,-73.5793074804977,/rooms/5065597?s=8Mbgh1Pf,26098934,5065597,FAUX,139,"Le Plateau, Montréal",Chambre privée,Vrai lit,Maison,2,1,0,"\Le Ciel\"": Plateau Mont-Royal""",,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau-Mont-Royal&page=2,45.51911844919297,-73.58494890102283,/rooms/6164635?s=8Mbgh1Pf,11580843,6164635,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,6,3,0,"Spacious 5-1/2, Plateau / Mile End",,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau-Mont-Royal&page=2,45.53753139045966,-73.5673390904956,/rooms/4639245?s=8Mbgh1Pf,4517902,4639245,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,3,2,5/4/2015,2 chambres - Plateau Mont-Royal,4 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=138&price_max=139&neighborhoods%5B%5D=Le+Plateau-Mont-Royal&page=2,45.52621936434082,-73.57319873624616,/rooms/3796586?s=8Mbgh1Pf,12330216,3796586,FAUX,139,"Le Plateau, Montréal",Logement entier,,Appartement,4,3,5.0,ARTSY PLATEAU Parc LaFontaine,4 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=139&price_max=140&neighborhoods%5B%5D=Le+Plateau,45.51572177066231,-73.57506444566985,/rooms/526401?s=07q9bad6,915999,526401,FAUX,141,"Le Plateau, Montréal",Logement entier,Vrai lit,Appartement,2,1,5/4/2015,Spacious bright loft in the Plateau,39 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=139&price_max=140&neighborhoods%5B%5D=Le+Plateau,45.53655289361303,-73.57941068135918,/rooms/2551547?s=07q9bad6,12984844,2551547,FAUX,141,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5.0,Beautiful apartment on Laurier St.,27 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=139&price_max=140&neighborhoods%5B%5D=Le+Plateau,45.527687358678776,-73.58422376119164,/rooms/7343234?s=07q9bad6,38469512,7343234,FAUX,141,"Le Plateau, Montréal",Logement entier,,Appartement,3,2,5/4/2015,Havre de paix sur le Plateau!!,10 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=139&price_max=140&neighborhoods%5B%5D=Le+Plateau,45.53593815283827,-73.58096320548161,/rooms/6756694?s=07q9bad6,7896084,6756694,FAUX,141,"Le Plateau, Montréal",Logement entier,Vrai lit,Appartement,4,1,5.0,"Renovated, spacy Plateau apartment",10 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=139&price_max=140&neighborhoods%5B%5D=Le+Plateau,45.52835986495054,-73.58342026836847,/rooms/36301?s=07q9bad6,381468,36301,FAUX,141,"Le Plateau, Montréal",Logement entier,,Appartement,3,1,5.0,Charming studio in trendy Plateau,18 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=141&price_max=142&neighborhoods%5B%5D=Le+Plateau,45.51753322987581,-73.58343245173548,/rooms/8355178?s=TsUJXt-l,43384232,8355178,FAUX,146,"Le Plateau, Montréal",Logement entier,Vrai lit,Loft,2,1,5/4/2015,Loft sur 2 étages avec terrasses,7 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=141&price_max=142&neighborhoods%5B%5D=Le+Plateau,45.520665402163026,-73.56716841401983,/rooms/7455712?s=TsUJXt-l,39047456,7455712,FAUX,146,"Le Plateau, Montréal",Logement entier,,Appartement,5,2,0,Flat in the Plateau/Downtown,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=143&price_max=144&neighborhoods%5B%5D=Le+Plateau,45.51384350140959,-73.56977247903569,/rooms/6559850?s=pclbsX1l,6720816,6559850,VRAI,145,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5.0,~NEW: 2BR Plateau-LiVE CrEATIVELY~,11 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=143&price_max=144&neighborhoods%5B%5D=Le+Plateau,45.53276730848919,-73.57270357893461,/rooms/4870616?s=pclbsX1l,25025653,4870616,FAUX,145,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5.0,"PLATEAU, FACE AU PARC, RDC, COURS I",5 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=143&price_max=144&neighborhoods%5B%5D=Le+Plateau,45.52766867748024,-73.58122752061006,/rooms/7436522?s=pclbsX1l,25311352,7436522,VRAI,145,"Le Plateau, Montréal",Logement entier,,Maison,7,2,5/4/2015,Superbe maison contemporaine,9 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=143&price_max=144&neighborhoods%5B%5D=Le+Plateau,45.526019113615625,-73.57313902711265,/rooms/7595297?s=pclbsX1l,3369680,7595297,FAUX,145,"Le Plateau, Montréal",Logement entier,,Maison,4,2,5.0,Secret cottage by the park,5 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=143&price_max=144&neighborhoods%5B%5D=Le+Plateau,45.51236719635015,-73.57003171085765,/rooms/4701288?s=pclbsX1l,24302282,4701288,FAUX,145,"Le Plateau, Montréal",Logement entier,Vrai lit,Appartement,2,0,5.0,Cute andCozy Downtown Montreal Loft,7 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=143&price_max=144&neighborhoods%5B%5D=Le+Plateau,45.53741385732156,-73.5769374821709,/rooms/7581290?s=pclbsX1l,14990415,7581290,FAUX,145,"Le Plateau, Montréal",Logement entier,Vrai lit,Appartement,2,1,0,Artist condo in heritage building.,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=143&price_max=144&neighborhoods%5B%5D=Le+Plateau,45.52932092583921,-73.58225131573161,/rooms/2141842?s=pclbsX1l,758004,2141842,FAUX,145,"Le Plateau, Montréal",Logement entier,Vrai lit,Appartement,2,1,5.0,Le lit le plus confo du Plateau!,3 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=143&price_max=144&neighborhoods%5B%5D=Le+Plateau,45.53308824896872,-73.57653537240076,/rooms/7072254?s=pclbsX1l,37078149,7072254,FAUX,145,"Le Plateau, Montréal",Logement entier,,Appartement,6,2,5/4/2015,Big apartment Plateau Montroyal!,7 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=145&price_max=146&neighborhoods%5B%5D=Le+Plateau,45.51457483766991,-73.57549205801325,/rooms/2191057?s=P2E6AjeA,11174023,2191057,FAUX,146,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5/4/2015,Maison d'époque sur le plateau,17 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=146&price_max=147&neighborhoods%5B%5D=Le+Plateau,45.52995376369514,-73.59165575483891,/rooms/4164207?s=nWavkfqH,3598892,4164207,FAUX,147,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,0,Beautiful apartment 2 bedrooms,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.52051420571414,-73.57410350384738,/rooms/2994506?s=LaPwwjOu,2172897,2994506,VRAI,149,"Le Plateau, Montréal",Logement entier,Vrai lit,Appartement,3,1,5.0,Sunny apartment / Heart of Plateau,52 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.51477373109696,-73.57104042503714,/rooms/5116137?s=LaPwwjOu,778430,5116137,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,0,Prince-Arthur 201,1 commentaire,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.516773445121856,-73.58562955373873,/rooms/543092?s=LaPwwjOu,1444611,543092,VRAI,149,"Le Plateau, Montréal",Logement entier,,Appartement,6,2,5.0,Beautiful and cosy oasis in plateau,24 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.519433321478054,-73.58513173619977,/rooms/6183896?s=LaPwwjOu,32075196,6183896,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5/4/2015,Au coeur du plateau Mont-Royal,11 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.51629692723499,-73.57740647273003,/rooms/2981099?s=LaPwwjOu,14454308,2981099,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,10,4,5/4/2015,Perfectly centralized 4BD apartment,30 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.51388270984396,-73.57018654684254,/rooms/1232374?s=LaPwwjOu,6720816,1232374,VRAI,149,"Le Plateau, Montréal",Logement entier,,Appartement,6,2,5/4/2015,Modern Downtown/Plateau with yard!,44 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.52036600233367,-73.57646889834393,/rooms/669662?s=LaPwwjOu,3391044,669662,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,4,1,5/4/2015,Au centre du Plateau Mont-Royal,53 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.51854388987138,-73.5693971138977,/rooms/7534777?s=LaPwwjOu,19045610,7534777,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,6,2,0,Unique Quartier latin3,2 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.51518368555393,-73.57461192595821,/rooms/966489?s=LaPwwjOu,5272217,966489,FAUX,149,"Le Plateau, Montréal",Logement entier,,Loft,5,3,5/4/2015,Sunny Loft with View of Mountain,6 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.52506351472913,-73.57417263872689,/rooms/2502361?s=LaPwwjOu,12808772,2502361,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,5,2,5/4/2015,Sherbrooke metro - Heart of Plateau,15 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.53288284766364,-73.58021295082044,/rooms/1789043?s=LaPwwjOu,3519144,1789043,FAUX,149,"Le Plateau, Montréal",Logement entier,,Maison,4,1,5.0,Charmant cottage Plateau Mont-Royal,11 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.529929778385785,-73.57676939760604,/rooms/1084090?s=LaPwwjOu,778430,1084090,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5/4/2015,"\LE PICASSO\"" PLATEAU MONT-ROYAL av""",27 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.52902671984944,-73.57616176647468,/rooms/4809053?s=LaPwwjOu,778430,4809053,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,8,3,5/4/2015,Les Héros du Mont-Royal-3A,14 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.5297848208359,-73.57632286718415,/rooms/3559252?s=LaPwwjOu,778430,3559252,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5/4/2015,"\Le Nouveau Jeff\"" du Plateau""",9 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.529984220984126,-73.58234212303526,/rooms/6527832?s=LaPwwjOu,2368605,6527832,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5.0,Plateau Condo Entier avec Terrasse,10 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.5296785488369,-73.57701813699869,/rooms/1032701?s=LaPwwjOu,778430,1032701,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5/4/2015,"\Le Bicycle\"" Plateau Mont-Royal""",27 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=147&price_max=148&neighborhoods%5B%5D=Le+Plateau,45.515619064711274,-73.5724782943599,/rooms/5116443?s=LaPwwjOu,778430,5116443,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,0,Prince-Arthur 301,2 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=148&price_max=149&neighborhoods%5B%5D=Le+Plateau,45.52994933939269,-73.57662932019171,/rooms/1530340?s=r1D-lDK5,778430,1530340,FAUX,149,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5/4/2015,"LE \GUITAR\"" COOL PLATEAU MONT-ROYAL""",14 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.541353289862705,-73.57813920010484,/rooms/14584?s=W5x_NNZ-,57358,14584,VRAI,150,"Le Plateau, Montréal",Logement entier,,Loft,4,1,5.0,Enjoy this 1200sqft. luxury loft!,69 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.52951462700687,-73.58000811423211,/rooms/168331?s=W5x_NNZ-,604849,168331,VRAI,150,"Le Plateau, Montréal",Logement entier,,Appartement,5,2,5.0,Condo in the heart of the plateau,145 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.52974838843673,-73.58673147981689,/rooms/3599676?s=W5x_NNZ-,1376901,3599676,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,4,1,5.0,Perfect Location: Heart of Plateau,6 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.52323065530197,-73.57188386334425,/rooms/671664?s=W5x_NNZ-,3405040,671664,FAUX,150,"Le Plateau, Montréal",Logement entier,Vrai lit,Appartement,2,1,5.0,facing a park in the plateau,5 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.515372954084526,-73.57016062796816,/rooms/9390696?s=W5x_NNZ-,23462727,9390696,FAUX,150,"Le Plateau, Montréal",Logement entier,,Maison de ville,7,3,0,Charming Plateau Townhouse,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.532512756975706,-73.5789350894,/rooms/9412601?s=W5x_NNZ-,21764885,9412601,FAUX,150,"Le Plateau, Montréal",Logement entier,,Maison,3,2,0,"Airy, stylish condo on the Plateau",,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.53055819787357,-73.57551976542474,/rooms/9326662?s=W5x_NNZ-,7008615,9326662,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,6,2,0,Beautiful Apartment on the Plateau,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.52127742559734,-73.57455412913016,/rooms/2238241?s=W5x_NNZ-,11429288,2238241,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5.0,grand appartement lumineux,15 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.51548729850097,-73.57772023947692,/rooms/8032452?s=W5x_NNZ-,5054342,8032452,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,5,2,5.0,Classic Multi-Floor Plateau Flat,5 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.52061978750093,-73.58340284383975,/rooms/8700222?s=W5x_NNZ-,12615515,8700222,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,0,Charmant appartement sur le Plateau,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.52755295689364,-73.57792259766788,/rooms/4077400?s=W5x_NNZ-,2983700,4077400,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,5.0,Plateau Mont-Royal Urban Oasis,15 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.53503140069502,-73.57218489759265,/rooms/9311203?s=W5x_NNZ-,48331102,9311203,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,5,2,0,Plateau Mont Royal Grand chaleureux,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau,45.51522331280983,-73.57128163738703,/rooms/4524543?s=W5x_NNZ-,9445898,4524543,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,5,3,0,Au coeur du Plateau,1 commentaire,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau&page=2,45.517473811828474,-73.57588788216408,/rooms/1521526?s=DQ8iKV63,778635,1521526,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,6,2,5.0,Plateau- 2 full bathrooms! Sleeps 6,18 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau&page=2,45.51369830225703,-73.57216547066706,/rooms/8771753?s=DQ8iKV63,45986995,8771753,FAUX,150,"Le Plateau, Montréal",Logement entier,Vrai lit,Loft,3,0,0,Downtown large New York style loft,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau&page=2,45.53100038776629,-73.57369418106862,/rooms/5057570?s=DQ8iKV63,10494291,5057570,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,6,3,5/4/2015,3 bedrooms apartment in the Plateau,5 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau&page=2,45.52501571684633,-73.5805794539447,/rooms/6249151?s=DQ8iKV63,32450186,6249151,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,6,3,5.0,appart à 2 mn du Métro Mont Royal,16 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau&page=2,45.52776143725352,-73.5818351282864,/rooms/1153271?s=DQ8iKV63,6320639,1153271,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,6,2,5.0,Largest Plateau apt + roof terrasse,33 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau&page=2,45.521368319908746,-73.58622072392444,/rooms/4485115?s=DQ8iKV63,23270649,4485115,FAUX,150,"Le Plateau, Montréal",Logement entier,,Appartement,4,2,0,2 ch./3*2P cosy au coeur du Plateau,1 commentaire,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau&page=2,45.53035319064252,-73.5702231612646,/rooms/8179430?s=DQ8iKV63,6209854,8179430,FAUX,150,"Le Plateau, Montréal",Chambre privée,Canapé-lit,Appartement,2,1,0,Bright Plateau Apartment,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau&page=2,45.51485222802138,-73.5742068743303,/rooms/2564039?s=DQ8iKV63,12954332,2564039,FAUX,150,"Le Plateau, Montréal",Logement entier,,Loft,10,2,5.0,Spacious 2BR Loft Dwt Mtl + Parking,86 commentaires,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau&page=2,45.52037062849765,-73.56925697002909,/rooms/4439403?s=DQ8iKV63,7876558,4439403,FAUX,150,"Le Plateau, Montréal",Logement entier,Vrai lit,Appartement,2,1,0,Beau grand 3 1/2 sur le plateau,,,
https://fr.airbnb.ca/s/Montr%C3%A9al--Canada?price_min=149&price_max=150&neighborhoods%5B%5D=Le+Plateau&page=2,45.516511988402826,-73.57195030539168,/rooms/8520175?s=DQ8iKV63,27360967,8520175,VRAI,150,"Le Plateau, Montréal",Logement entier,,Appartement,10,4,0,Metro Sherbrooke | Stylish 4bdr,2 commentaires,,
